Project,Event,Year,PCG,Collection,Station_Type,Date,Start_Time_GMT,Samp_Dur,Start_Latitude,Start_Longitude,Start_Depth,LastOfTemp,No Readable Frames,Turbidity,Biotic_Density,Biotic_Type,Biotic_Height,Substrate,Size,Relief,Current_Direction,Current_Magnitude,MeanCount,SumCount,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
P05,2013-78,2013,P05130522324,130522,Random,8/20/2013,13:33,105,33.27986908,-78.41784668,25,22.96360016,41,1,22.5,Other,High,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1084,2012,T60128044324,128044,Random2013,7/28/2012,17:03,80,34.54336166,-76.34268951,28,22.85379982,41,1,30,Other,High,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1142,2013,T60133922324,133922,Random,8/20/2013,12:29,89,28.87941933,-80.17372894,52,19.92462353,41,0,5,Unknown,High,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1038,2012,T60123249324,123249,Random,5/27/2012,17:51,103,27.78122711,-80.01920319,54,21.97249985,41,1,20,Algae,High,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-74,2013,P05130492324,130492,Random,8/11/2013,19:44,91,34.52682877,-76.25499725,33,25.0401001,41,1,7.5,Other,High,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1135,2012,T60123502324,123502,Random,8/24/2012,21:39,77,31.68211174,-80.34796143,29,24.7567997,41,1,5.5,Other,High,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-78,2013,P05130518324,130518,Random,8/20/2013,13:21,88,33.27999878,-78.4434967,24,22.96360016,41,1,1.5,Other,High,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-68,2013,P05130450324,130450,Random,8/10/2013,11:50,92,34.54283142,-76.20883179,36,23.93280029,41,0,3,Other,High,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1075,2013,T60133468324,133468,Random2014,6/22/2013,16:55,96,28.99770546,-80.43695068,24,17.924116,41,1,15,Other,High,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1032,2012,T60123208324,123208,Random,5/25/2012,14:33,97,31.42876816,-80.35498047,36,23.37969995,41,0,1,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1042,2014,T60143264324,143264,Random,6/1/2014,11:59,87,28.89538956,-80.17746735,52,21.59705652,41,0,1,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1063,2012,T60123411324,123411,Random,7/14/2012,20:52,81,29.17398453,-80.30910492,44,18.79432076,41,1,1,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1066,2012,T60123426324,123426,Random,7/14/2012,18:12,91,28.89378738,-80.26580048,41,18.21981907,41,1,1.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1009,2014,T60143056324,143056,Random,5/2/2014,18:11,88,28.2545433,-80.13598633,43,20.82272857,41,1,1.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-86,2013,P05130575324,130575,Random,8/22/2013,14:10,96,32.78749847,-78.34783173,44,23.6291008,41,0,2,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1041,2014,T60143258324,143258,Random,5/31/2014,17:48,96,29.21467972,-80.39822388,30,23.76898,41,0,2,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1101,2011,T60113623324,113623,Random,9/20/2011,17:12,99,30.08462143,-80.27674866,57,24.40637294,41,0,3.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1152,2014,T60143986324,143986,Random,8/15/2014,11:46,82,29.32069397,-80.51016235,32,22.13565,41,1,3.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1178,2014,T60144140324,144140,Random,9/10/2014,17:25,84,30.23055649,-80.45869446,39,28.08496667,41,1,3.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1151,2014,T60143981324,143981,Random,8/14/2014,21:41,85,29.69985008,-80.47768402,33,22.97011818,41,1,5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1005,2014,T60143024324,143024,Random,5/1/2014,16:19,84,27.74739647,-80.12940979,29,21.39605,41,2,7.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1029,2013,T60133169324,133169,Random,5/26/2013,15:05,86,29.16973877,-80.58113861,28,22.25769512,41,1,12.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1132,2013,T60133857324,133857,Random,8/16/2013,18:16,90,30.37058067,-80.33596802,43,23.6154,41,0,15,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1098,2011,T60113603324,113603,Random2012,9/19/2011,12:15,117,27.78256035,-80.00809479,57,24.46759987,41,0,15,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1160,2012,T60123653324,123653,Random2013,9/21/2012,16:40,87,30.37067223,-80.33605957,43,27.82103348,41,0,35,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-232,2014,P05140135324,140135,Random,6/17/2014,10:56,95,33.95132828,-76.75882721,38,25.3939991,41,0,1.5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1050,2014,T60143315324,143315,Random,6/3/2014,15:01,84,29.90852165,-80.57862854,37,23.4977,41,0,2,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1151,2014,T60143980324,143980,Random,8/14/2014,21:34,81,29.69716454,-80.46391296,32,22.97011818,41,1,3.5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-64,2013,P05130422324,130422,Random,8/9/2013,10:50,94,34.61465836,-76.16850281,36,23.92270088,41,0,1.5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1049,2014,T60143312324,143312,Random,6/3/2014,12:22,92,29.858675,-80.54704285,38,23.79252857,41,1,2,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-78,2013,P05130521324,130521,Random,8/20/2013,13:30,100,33.28218079,-78.42459106,25,22.96360016,41,1,5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-88,2013,P05130586324,130586,Random,8/22/2013,20:34,101,32.7908287,-78.64232635,33,24.2371006,41,1,5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1107,2012,T60128194324,128194,Random2013,8/11/2012,16:33,82,34.62480927,-76.14912415,38,21.97347498,41,0,7.5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1073,2013,T60133450324,133450,Random2014,6/22/2013,11:42,73,29.03097916,-80.4721756,23,17.71180374,41,0,10,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-74,2013,P05130490324,130490,Random,8/11/2013,19:33,88,34.54315948,-76.24849701,33,25.0401001,41,1,10,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1069,2013,T60133423324,133423,Random2014,6/20/2013,18:09,81,29.35291481,-80.46287537,29,18.7421543,41,1,10,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1165,2012,T60123688324,123688,Random2013,9/23/2012,16:15,96,29.23071289,-80.69708252,25,26.82596684,41,2,10,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1104,2011,T60113639324,113639,Random,9/21/2011,18:27,98,31.68539619,-80.32392883,31,27.38930035,41,1,17.5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1074,2013,T60133461324,133461,Random2014,6/22/2013,14:08,107,29.0289669,-80.46736908,23,18.23946343,41,1,27.5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-88,2013,P05130585324,130585,Random,8/22/2013,20:29,92,32.79769897,-78.6366272,34,24.2371006,41,1,3,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1165,2012,T60123684324,123684,Random2013,9/23/2012,15:58,81,29.21891212,-80.69221497,24,26.82596684,41,1,3.5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1011,2012,T60123068324,123068,Random,4/27/2012,15:01,86,27.45183563,-80.07300568,24,21.5259044,41,1,1.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1109,2012,T60128210324,128210,Random2013,8/12/2012,12:12,92,34.59199524,-76.2040329,37,20.79592514,41,0,5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1007,2012,T60123049324,123049,Random,4/26/2012,14:56,99,27.26994705,-80.02347565,42,20.32865,41,1,5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1062,2014,T60143383324,143383,Random,6/12/2014,18:58,90,28.5955658,-80.12210846,55,18.17335,41,0,1,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1014,2012,T60123091324,123091,Random,4/28/2012,15:55,84,28.8726387,-80.17246246,52,15.19844158,41,0,1.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1140,2013,T60133906324,133906,Random,8/19/2013,16:07,83,28.09254074,-80.21296692,28,22.97993333,41,1,1.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1002,2014,T60143011324,143011,Random,4/30/2014,17:40,87,29.21539116,-80.69123077,25,22.79974516,41,1,1.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1124,2013,T60133798324,133798,NonRandom,8/14/2013,12:19,88,31.29790878,-79.86129761,53,19.45013438,41,0,2,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1043,2012,T60123273324,123273,Random,5/29/2012,16:16,82,28.50335312,-80.10916138,55,23.36170006,41,0,2,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1016,2012,T60123103324,123103,Random,4/28/2012,21:06,87,29.00364685,-80.27130127,43,17.16022397,41,0,3.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-59,2013,P05130390324,130390,Random,8/7/2013,19:38,93,35.00074005,-75.46405029,46,25.8071003,41,2,3.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1142,2013,T60133921324,133921,NonRandom,8/20/2013,12:18,91,28.89031029,-80.17549896,52,19.92462353,41,0,5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1135,2013,T60133878324,133878,Random,8/17/2013,18:07,99,28.5032711,-80.10931396,55,16.98386923,41,1,5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1016,2012,T60123101324,123101,Random,4/28/2012,20:54,81,28.99553108,-80.27169037,43,17.16022397,41,0,6,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1017,2012,T60123110324,123110,Random,4/29/2012,12:17,104,29.75193977,-80.45343781,34,21.30220032,41,1,7.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1038,2012,T60123250324,123250,Random,5/27/2012,17:59,106,27.78264236,-80.00801849,58,21.97249985,41,0,10,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1075,2013,T60133469324,133469,Random2014,6/22/2013,17:00,101,29.00252151,-80.43819427,24,17.924116,41,1,10,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1079,2013,T60133494324,133494,Random2014,6/24/2013,11:51,86,29.27304649,-80.57778931,32,18.91859667,41,1,40,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1092,2012,T60128093324,128093,Random2013,8/1/2012,17:30,79,34.7265625,-75.77090454,41,25.6959374,41,0,0.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1179,2014,T60144144324,144144,Random,9/10/2014,21:35,81,30.19944,-80.90061188,27,28.23005,41,1,2.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1074,2013,T60133458324,133458,Random2014,6/22/2013,13:54,95,29.01929474,-80.45967865,24,18.23946343,41,1,5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1061,2013,T60133368324,133368,Random2014,6/17/2013,18:20,142,29.78321266,-80.74040985,31,21.902435,41,1,0.5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1005,2014,T60143029324,143029,NonRandom,5/1/2014,16:50,97,27.73668671,-80.13336945,26,21.39605,41,2,0.5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1104,2011,T60113638324,113638,Random,9/21/2011,18:23,94,31.68674469,-80.32888031,30,27.38930035,41,1,1,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1077,2014,T60143470324,143470,Random,6/18/2014,11:54,101,31.54354095,-79.73249054,61,18.83326667,41,0,2.5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1174,2013,T60134373324,134373,Random,9/21/2013,19:31,104,31.48949432,-79.72389221,72,20.34838,41,0,0.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1077,2014,T60143472324,143472,Random,6/18/2014,12:01,116,31.54311752,-79.74376678,60,18.83326667,41,0,0.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1141,2012,T60123537324,123537,Random,8/26/2012,18:24,94,31.26378632,-80.42449188,37,24.49779987,41,1,0.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1026,2012,T60123169324,123169,Random,5/1/2012,15:32,107,31.52563095,-79.75063324,58,18.07990074,41,2,2.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1161,2013,T60134294324,134294,Random,9/2/2013,19:31,92,29.5534935,-80.38912964,41,22.64221692,41,2,7.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-20,2013,P05130138324,130138,Random,5/23/2013,12:18,97,32.53366089,-79.55999756,22,,41,0,2.5,Other,High,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1005,2014,T60143027324,143027,Random,5/1/2014,16:38,89,27.73989677,-80.13496399,25,21.39605,41,1,0.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1048,2014,T60143305324,143305,Random,6/2/2014,21:52,78,29.06006241,-80.3785553,32,24.57595,41,1,0.5,Algae,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1082,2012,T60128030324,128030,Random2013,7/28/2012,12:04,86,34.56736755,-76.33300781,27,24.07710012,41,1,1,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-74,2013,P05130494324,130494,Random,8/11/2013,19:51,94,34.5206604,-76.26249695,33,25.0401001,41,1,5,Other,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1050,2012,T60123320324,123320,Random,7/9/2012,17:01,116,30.91256714,-80.62021637,35,24.30350018,41,1,1.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1079,2012,T60128013324,128013,Random2013,7/27/2012,12:39,102,34.55769348,-76.21619415,36,24.91639996,41,1,1.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-63,2013,P05130414324,130414,Random,8/8/2013,21:08,93,34.6287117,-76.15389252,35,24.35140038,41,0,2.5,Unknown,Low,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-89,2013,P05130589324,130589,Random,8/27/2013,21:27,94,32.45832825,-78.94132996,48,23.81240082,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-26,2013,P05130176324,130176,Random,5/30/2013,10:46,92,33.29005814,-78.44921112,23,22.97809982,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-64,2013,P05130425324,130425,Random,8/9/2013,11:02,97,34.60078049,-76.17105865,37,23.92270088,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-240,2014,P05140190324,140190,Random,6/19/2014,14:12,94,34.61087036,-76.16854858,35,23.1079998,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-252,2014,P05140273324,140273,Random,7/11/2014,11:11,93,32.07600021,-79.9613266,28,27.6420002,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1050,2012,T60123318324,123318,NonRandom,7/9/2012,16:51,109,30.91439629,-80.61188507,35,24.30350018,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1032,2012,T60123206324,123206,Random,5/25/2012,14:18,85,31.42803764,-80.32550049,39,23.37969995,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1050,2012,T60123315324,123315,Random,7/9/2012,16:36,94,30.90855408,-80.59462738,35,24.30350018,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1050,2012,T60123316324,123316,Random,7/9/2012,16:43,97,30.91000175,-80.60341644,35,24.30350018,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1047,2013,T60133272324,133272,Random,5/31/2013,20:55,99,30.89077377,-80.61694336,34,22.04386,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1044,2014,T60143282324,143282,Random,6/1/2014,19:48,114,28.69127464,-80.43071747,18,25.3158,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1021,2011,T60113151324,113151,Random2012,5/27/2011,15:45,131,29.93932915,-80.30783844,55,16.73399152,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1159,2012,T60123646324,123646,Random2013,9/21/2012,12:21,89,30.35144043,-80.62825775,37,27.14001999,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1090,2013,T60133572324,133572,Random2014,7/19/2013,14:28,91,32.01326752,-79.93320465,32,23.86463636,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1158,2013,T60134274324,134274,Random2014,9/1/2013,19:14,88,29.94532967,-80.49311066,43,23.21639615,41,0,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-93,2013,P05130620324,130620,Random,10/1/2013,11:50,114,34.58266068,-76.94499969,16,23.99099922,41,1,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-60,2013,P05130395324,130395,Random,8/7/2013,21:47,99,34.99316025,-75.4553833,48,24.18519974,41,1,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-253,2014,P05140281324,140281,Random,7/22/2014,11:12,96,32.05266953,-79.91100311,29,27.1970005,41,1,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1014,2011,T60113103324,113103,NonRandom,5/25/2011,12:19,127,29.30167007,-80.38626099,31,19.6336,41,1,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1093,2011,T60113575324,113575,NonRandom,9/17/2011,12:33,104,29.16402245,-80.54486847,27,24.7468996,41,1,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1037,2012,T60123241324,123241,Random,5/27/2012,14:49,93,27.75671959,-80.01851654,54,22.16943296,41,1,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1138,2012,T60123521324,123521,Random,8/25/2012,19:30,83,31.73518944,-80.22402954,33,25.05239347,41,1,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1165,2013,T60134316324,134316,Random,9/4/2013,13:36,108,29.10484123,-80.41085052,31,24.49201,41,1,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1177,2014,T60144133324,144133,Random,9/10/2014,12:10,70,29.7770195,-80.29557037,57,22.27395909,41,1,0,N/A,N/A,0,N/A,Low,Away,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
